TaxonomicGroup,year,value,low,high
All,1985,1.0,1.0,1.0
All,1986,0.962272323711553,0.899697978701817,1.02447532887952
All,1987,0.914151944797817,0.839025930848438,0.996211563505718
All,1988,0.871916982501969,0.784980954266166,0.966886961917812
All,1989,0.84483807134587,0.74693489271674,0.954298292417094
All,1990,0.818600143269707,0.714690925130132,0.933290541385028
All,1991,0.8273760984339,0.708733831876374,0.983778733990044
All,1992,0.868106988700005,0.722057951638215,1.04775766722766
All,1993,0.894095089727253,0.731086633112009,1.10576376536956
All,1994,0.93916933382525,0.764998262372663,1.16388154473513
All,1995,0.992811523553001,0.812700832427299,1.22104354429191
All,1996,0.926605390454426,0.719557894795997,1.19390100696369
All,1997,0.95033282321492,0.742009855812811,1.23779997623288
All,1998,0.987566112849629,0.754379499824523,1.30796011438287
All,1999,0.95349133245205,0.717504006597813,1.26129065149438
All,2000,0.974600334145078,0.717165319844413,1.32088163982404
All,2001,0.872058905331394,0.626780745659884,1.21616276682
All,2002,0.812078302093322,0.583542132522004,1.14760412869247
All,2003,0.83114950401011,0.593054629454118,1.19992868598057
All,2004,0.779276948946122,0.543852188456821,1.1213347616218
All,2005,0.756616576006126,0.52112448081496,1.10588750252998
All,2006,0.674331090930175,0.456049936898221,1.00297185655495
All,2007,0.627892145612638,0.42620004899115,0.928978104333406
All,2008,0.591115860088596,0.395703037216084,0.875184081222466
All,2009,0.563805696490205,0.376996094406394,0.839903823015407
All,2010,0.538173141620295,0.359126450741518,0.795178900550298
All,2011,0.489013186208035,0.327002014245023,0.733648779995779
All,2012,0.449887864717228,0.2964903712001,0.676801191424877
All,2013,0.441709137165055,0.291617755084201,0.677828663935565
All,2014,0.396677749420262,0.262502161357851,0.599769958799283
All,2015,0.378107949970167,0.24967966191621,0.57618895519739
All,2016,0.343917970952625,0.223263585529129,0.529615939619867
All,2017,0.293563962467871,0.18974740656291,0.452212419259421
All,2018,0.295648920732982,0.193117262799011,0.468039037267713
All,2019,0.297080114978998,0.183569518133356,0.475940537076095
All,2020,0.298175551818207,0.17902266590894,0.498391311461873
All,2021,0.323408720183553,0.173928602988061,0.565847051257052
Amphibians,1985,1.0,1.0,1.0
Amphibians,1986,0.911833716582919,0.786973169311447,0.996345894473662
Amphibians,1987,0.675204004067231,0.488743581714124,0.897046016823521
Amphibians,1988,0.549346663181659,0.368653285685267,0.775050936916912
Amphibians,1989,0.456297444676066,0.300033596978649,0.648955493194307
Amphibians,1990,0.387563764492714,0.230880481060174,0.597202343502548
Amphibians,1991,0.209844846651002,0.102105270381965,0.423201030815822
Amphibians,1992,0.201774375404777,0.0990579154608507,0.405101166437643
Amphibians,1993,0.186934242959341,0.0843952481466043,0.385650439370268
Amphibians,1994,0.13383406557803,0.0553232568827377,0.284347073122154
Amphibians,1995,0.124099588369774,0.0490737911791219,0.274391784184024
Amphibians,1996,0.0982902666108293,0.0395746573792477,0.221782357674735
Amphibians,1997,0.0881546175988003,0.0341875064952664,0.210421765630753
Amphibians,1998,0.0697306196451108,0.026988322086194,0.175531319305393
Amphibians,1999,0.0773426793490936,0.0262298760021499,0.21489561108732
Amphibians,2000,0.0778376779575903,0.0256683348486542,0.218203599976178
Amphibians,2001,0.0629816554771764,0.0200009112143182,0.173827670847987
Amphibians,2002,0.050546639680448,0.0154623097302821,0.144060324294227
Amphibians,2003,0.0475857882569117,0.0151771101655121,0.138947495841556
Amphibians,2004,0.0464532104959584,0.0147229388183795,0.141835049042619
Amphibians,2005,0.0490656039316863,0.0152106382745226,0.14887845748569
Amphibians,2006,0.0437841760533984,0.0133873326989735,0.134003160650801
Amphibians,2007,0.041397241938451,0.0119592685043372,0.128840623366427
Amphibians,2008,0.0409429886601143,0.0117895472740863,0.126482215273434
Amphibians,2009,0.0490410671358055,0.0145519091320516,0.152203508881017
Amphibians,2010,0.0486598482909386,0.0149546729236971,0.15202951388318
Amphibians,2011,0.0467773592159287,0.014043831510067,0.150799320900688
Amphibians,2012,0.0429743961989212,0.0129150989880879,0.13668567842174
Amphibians,2013,0.0389396061425166,0.011444630150817,0.127716684817638
Amphibians,2014,0.0295786106753989,0.0076660575674017,0.0997680135292935
Amphibians,2015,0.0324805352239425,0.0086973767264378,0.106957675693035
Amphibians,2016,0.030944450175399,0.0077940964992969,0.109620869764058
Amphibians,2017,0.0280966991803083,0.0075225017368963,0.103530429503923
Amphibians,2018,0.0264324244838138,0.0071544937592613,0.0943007098938852
Amphibians,2019,0.0235285318220981,0.0062694345637663,0.087154259024628
Amphibians,2020,0.0257262658617995,0.00686361754542,0.0986832410088353
Amphibians,2021,0.027762411677849,0.0074455479400324,0.107809618043216
Birds,1985,1.0,1.0,1.0
Birds,1986,0.979143947427871,0.949707953905141,1.01435383597212
Birds,1987,1.02333190941106,0.956764030983833,1.09660375050035
Birds,1988,1.03534501737598,0.942446202451753,1.13907224661474
Birds,1989,1.04990539791947,0.95322284499978,1.17297628848777
Birds,1990,1.0142876273282,0.905706163804787,1.1552981505419
Birds,1991,0.997014291133166,0.883321477505435,1.14254166770215
Birds,1992,0.987048012263783,0.868891596342952,1.13734034822992
Birds,1993,0.948673214905234,0.830587864570993,1.0936233398981
Birds,1994,0.939678964289822,0.820701772214354,1.08405071815911
Birds,1995,0.937939694450393,0.816206873731609,1.08275458475696
Birds,1996,0.910608145541265,0.785768959021379,1.05752948989579
Birds,1997,0.895776888411956,0.773595630929702,1.04246619111531
Birds,1998,0.903508298832419,0.7755600830186,1.05726281742351
Birds,1999,0.868366210229822,0.738284388541696,1.02458435299089
Birds,2000,0.830848489262927,0.700838951192125,0.984420000198481
Birds,2001,0.798233828856116,0.667749432133474,0.951555341671596
Birds,2002,0.730444107742711,0.611313635183047,0.869799194150316
Birds,2003,0.700501572713096,0.58338134207317,0.849858903446504
Birds,2004,0.674981937522264,0.560099077311266,0.81696815220745
Birds,2005,0.679516579627924,0.563374962260937,0.831850167225796
Birds,2006,0.621427031685286,0.500936903392631,0.77623372595649
Birds,2007,0.607333465474989,0.486804339131023,0.760742209040809
Birds,2008,0.601171606778645,0.474519360906687,0.758268401404691
Birds,2009,0.59374753893192,0.470435690658394,0.751574528308602
Birds,2010,0.57296912416081,0.452297678646662,0.739366915147308
Birds,2011,0.555477951688833,0.429328947035234,0.719136601455946
Birds,2012,0.532688172186269,0.414417407084887,0.694502530285906
Birds,2013,0.49524414883052,0.378283209472936,0.65492146636449
Birds,2014,0.459947941631496,0.352386208341324,0.608055109982411
Birds,2015,0.454529079296837,0.348369025067977,0.608461600642389
Birds,2016,0.461331267673318,0.351247841817775,0.614553465781054
Birds,2017,0.43210462416504,0.329495420517491,0.577302586362141
Birds,2018,0.427110140724199,0.323164295540089,0.57661198264628
Birds,2019,0.39949578954887,0.301144832252653,0.533318316606114
Birds,2020,0.404725694018568,0.303090310228954,0.55106107498113
Birds,2021,0.409731392571042,0.307748739621578,0.564409929723314
Mammals,1985,1.0,1.0,1.0
Mammals,1986,1.27895063202605,1.02781036382484,1.78555707635016
Mammals,1987,1.40890345669142,1.10232938632491,2.00604258024908
Mammals,1988,1.29989500142955,0.912968782018268,1.95098497180104
Mammals,1989,1.197158465564,0.807180158050052,1.85281444443253
Mammals,1990,1.23862089506865,0.83068807930693,1.96406858569428
Mammals,1991,1.18610877259114,0.786069039121533,1.84895018889993
Mammals,1992,1.16261173687888,0.780116356720039,1.83688320364237
Mammals,1993,1.14897156647532,0.769751219544478,1.82046126622113
Mammals,1994,1.12574583399328,0.743305468671447,1.78584914649567
Mammals,1995,1.0935743001186,0.717045191925883,1.72188937872232
Mammals,1996,0.962240476712136,0.600435125733058,1.57425857544824
Mammals,1997,1.05762475229358,0.645424212292227,1.77432016724933
Mammals,1998,1.11259416907298,0.664565730641155,1.84928206589434
Mammals,1999,1.09062962549334,0.645363155421186,1.81100330921501
Mammals,2000,0.986320784982355,0.585426283955017,1.7201515222024
Mammals,2001,0.857915851854129,0.502877836586793,1.49895746237002
Mammals,2002,0.818136763027542,0.473251834348815,1.42859392421408
Mammals,2003,0.716842566205303,0.398612826925852,1.26148795393173
Mammals,2004,0.682398370440498,0.378253850794935,1.20852863038818
Mammals,2005,0.6445032012795,0.363355951158819,1.15874103962501
Mammals,2006,0.664835587980304,0.370059389679539,1.21460923279905
Mammals,2007,0.70326957661498,0.389994025320894,1.28227969336425
Mammals,2008,0.64007026877838,0.347599294124623,1.20030503129164
Mammals,2009,0.618224358210694,0.330629129719232,1.16072223495824
Mammals,2010,0.639739909151727,0.339273064828977,1.20470202035614
Mammals,2011,0.627853687658354,0.332820694413541,1.18692461222634
Mammals,2012,0.644679308015038,0.333064660721915,1.24362547064275
Mammals,2013,0.630271202915897,0.330659537977364,1.20397044792981
Mammals,2014,0.594821937886142,0.303339670430558,1.15139834666622
Mammals,2015,0.622621949592063,0.318676717683512,1.22520836449482
Mammals,2016,0.610143165231425,0.310112181121209,1.20011892520509
Mammals,2017,0.618023614245279,0.313235540551053,1.23241311974634
Mammals,2018,0.604894367690013,0.305681618022093,1.22905315730797
Mammals,2019,0.591947660366291,0.296887232831746,1.2232574436927
Mammals,2020,0.560502873676797,0.280903980540896,1.17726305689238
Mammals,2021,0.547251367979965,0.266509619775892,1.17503768272606
Plants,1985,1.0,1.0,1.0
Plants,1986,0.962272323711553,0.899697978701817,1.02447532887952
Plants,1987,0.914151944797817,0.839025930848438,0.996211563505718
Plants,1988,0.871916982501969,0.784980954266166,0.966886961917812
Plants,1989,0.84483807134587,0.74693489271674,0.954298292417094
Plants,1990,0.818600143269707,0.714690925130132,0.933290541385028
Plants,1991,0.8273760984339,0.708733831876374,0.983778733990044
Plants,1992,0.868106988700005,0.722057951638215,1.04775766722766
Plants,1993,0.894095089727253,0.731086633112009,1.10576376536956
Plants,1994,0.93916933382525,0.764998262372663,1.16388154473513
Plants,1995,0.992811523553001,0.812700832427299,1.22104354429191
Plants,1996,0.926605390454426,0.719557894795997,1.19390100696369
Plants,1997,0.95033282321492,0.742009855812811,1.23779997623288
Plants,1998,0.987566112849629,0.754379499824523,1.30796011438287
Plants,1999,0.95349133245205,0.717504006597813,1.26129065149438
Plants,2000,0.974600334145078,0.717165319844413,1.32088163982404
Plants,2001,0.872058905331394,0.626780745659884,1.21616276682
Plants,2002,0.812078302093322,0.583542132522004,1.14760412869247
Plants,2003,0.83114950401011,0.593054629454118,1.19992868598057
Plants,2004,0.779276948946122,0.543852188456821,1.1213347616218
Plants,2005,0.756616576006126,0.52112448081496,1.10588750252998
Plants,2006,0.674331090930175,0.456049936898221,1.00297185655495
Plants,2007,0.627892145612638,0.42620004899115,0.928978104333406
Plants,2008,0.591115860088596,0.395703037216084,0.875184081222466
Plants,2009,0.563805696490205,0.376996094406394,0.839903823015407
Plants,2010,0.538173141620295,0.359126450741518,0.795178900550298
Plants,2011,0.489013186208035,0.327002014245023,0.733648779995779
Plants,2012,0.449887864717228,0.2964903712001,0.676801191424877
Plants,2013,0.441709137165055,0.291617755084201,0.677828663935565
Plants,2014,0.396677749420262,0.262502161357851,0.599769958799283
Plants,2015,0.378107949970167,0.24967966191621,0.57618895519739
Plants,2016,0.343917970952625,0.223263585529129,0.529615939619867
Plants,2017,0.293563962467871,0.18974740656291,0.452212419259421
Plants,2018,0.295648920732982,0.193117262799011,0.468039037267713
Plants,2019,0.297080114978998,0.183569518133356,0.475940537076095
Plants,2020,0.298175551818207,0.17902266590894,0.498391311461873
Plants,2021,0.323408720183553,0.173928602988061,0.565847051257052
